Headline,Body ID,Stance
rumor isis cross border u go away,226,unrelated
high school kid make num million trading stock,405,unrelated
canadian israeli woman say capture isi,1949,unrelated
pentagon confirms al shabab leader kill airstrike somalia,1423,agree
everybody relax banksy arrest expose num year old man,1739,agree
cold turkey,2295,discuss
lego letter nums still offer powerful message parent num year later,2171,agree
holy theft batmobile steal batman v superman,280,unrelated
man discovers spider live skin bali vacation,1880,disagree
israeli canadian woman capture isi say safe secure,2415,unrelated
macaulay culkin dead facebook twitter death hoax go viral,1036,unrelated
mass graf find mexico near place num student go miss,646,discuss
rumor gold apple watch edition price num num steel version num debut feb num,2118,unrelated
dna test prove lebanon hold isi chief al baghdadi ex wife daughter catch fake passport,950,unrelated
cnn play allege record michael brown shoot,169,unrelated
unhappy customer comcast tell employer complaint get fired,1814,unrelated
north korea world secret state really plan new restaurant scotland,1372,unrelated
app brush list actually sister tired,2407,unrelated
mass grave find num student disappear mexican protest,2385,unrelated
james foley behead london rapper turn jihadist believe investigation murder journalist syria,633,unrelated
homeland security isil fighter u border,625,unrelated
cbs news name canadian parliament shoot suspect,2246,discuss
nigeria claim deal boko haram ceasefire kidnap girl,459,unrelated
isi video claim show behead british hostage,1178,unrelated
nigeria boko haram reach ceasefire deal kidnap girl go free official say,903,unrelated
pumpkin spice condom fall hoax,2055,agree
islamic state leader family detain lebanon official say,1267,discuss
nigeria boko haram blame raid despite truce claim,1697,unrelated
senior western intelligence official confirms london rapper abdel majed abdel bary suspect foley kill,2528,discuss
ebola virus spread among isi militant report claim jihadist seek cure mosul hospital,1938,unrelated
pentagon somali terror group leader kill u airstrike,1610,discuss
boko haram denies ceasefire claim nigeria government,1260,unrelated
isi pay tribute cub baghdadi child soldier,2302,unrelated
cold turkey,220,unrelated
batmobile steal detroit good one joker,684,agree
jordan king cite clint eastwood revenge vow,1840,unrelated
james foley executioner say identified british rapper read james foley executioner say identified british rapper,2297,unrelated
iraqi medium isi militant contract ebola,2003,discuss
dna test confirm child head abu bakr al baghdadi daughter,2042,unrelated
force awaken release date jj abrams plan early release star war movie,2084,discuss
christmas cancel pumpkin spice condom goddamn hoax,2269,agree
macaulay culkin dead,1559,discuss
report michael phelps tinder girlfriend bear male make love halftime,527,unrelated
hairgate iphone num user encounter latest apple problem bendgate,1923,unrelated
pentagon isi seize material airdropped kurd,305,unrelated
isi beheads american journalist james foley video message u,115,unrelated
one homeless man num astonish video,1940,unrelated
audio record allegedly capture least num shot fire michael brown kill,1950,unrelated
isi executioner jihadi john identify mohammed emwazi,997,discuss
fidel castro dead yes cuban leader alive death rumor prove false,2377,unrelated
time capsule paul revere samuel adam discover boston,1442,unrelated
n korea kim leg injury control,236,unrelated
say report suspect ebola case iraq untrue,1778,agree
tourist dub spider man spider burrow skin day,959,unrelated
urgent leader isil abu bakr al baghdadi kill photo,1871,unrelated
nigeria claim boko haram release kidnap schoolgirl,2139,discuss
watch bird launch airstrike putin shoulder update,529,unrelated
saudi tv blur image michelle obama,1547,unrelated
cnn post allege audio michael brown shoot,1692,discuss
man know jihadi john identify mohammed emwazi,1437,unrelated
isi claim intercept supply u airdrop,2200,discuss
forget tip especially spend num num,1605,unrelated
boko haram ceasefire nigeria ceasefire,2192,unrelated
british bear rapper main suspect search isi jihadist behead james foley,1303,unrelated
nigeria say deal boko haram release kidnap girl,304,unrelated
tom brokaw want brian williams fire iraq helicopter story report,2469,unrelated
boko haram denies ceasefire claim nigeria government,388,unrelated
num year old quarter pounder look,2531,unrelated
meteorite leave crater nicaraguan capital managua,1661,discuss
microsoft try robot security guard silicon valley campus,1837,agree
durex confirm deny rumor pumpkin spice condom,1985,discuss
rcmp release security footage michael zehaf bibeau attack say shot soldier back,431,unrelated
popwatch teenager fight right recognize teletubbies smile sun baby,1094,unrelated
priest die wake claim god woman huh,2265,unrelated
evil straight pit hell american journalist james foley reportedly behead isi,1166,unrelated
hope fade girl release boko haram truce breach,1139,discuss
latest io num bug reportedly cause unwanted deletion icloud drive document,2054,discuss
rapper identify james foley executioner report,913,unrelated
report possible audio tape michael brown shoot,195,unrelated
mexico prosecutor student numst mass graf,1822,discuss
guantanamo detainee exchange american pow attempt return battle,1565,discuss
gop rep least ten isi fighter catch come across mexican border,855,discuss
anyone dog meat soup kim jong un considers open restaurant scotland sell north korean delicacy,1806,unrelated
banksy illustrate response charlie hebdo attack banksy striking,2070,agree
man know jihadi john identify mohammed emwazi,1308,unrelated
uk spy identify foley killer abdel majed abdel bary key suspect,634,unrelated
james wright foley kidnap journalist apparently execute isi,2526,unrelated
finally apple watch launch num march num num apps,137,unrelated
watch naked airport worker walk scanner bizarre protest rough guard,1835,unrelated
expert cast doubt bunbury man dylan thomas burrow stomach spider story,2009,unrelated
boko haram could release kidnap girl nigerian official say,1139,discuss
soldier shot parliament lock gunfire erupts war memorial,1325,unrelated
doubt cast nicaragua meteorite claim,1056,agree
u official video show american execution,1857,unrelated
israeli canadian woman capture isi say safe secure,573,unrelated
miss mexican student find mass grave,1825,unrelated
baby teletubbies reveals,1094,unrelated
mp credit sergeant arm save life parliament hill shooting,2404,unrelated
saudi arabia fatwa building snowman,2287,unrelated
tim cook reportedly reveal apple watch waterproof improve,2299,unrelated
isi video america air drop weapon hand,2509,discuss
michelle obama blur saudi tv,979,unrelated
report audio reveals pause gunshot michael brown shot,1818,discuss
texas city plumber truck end syrian war,2379,agree
james foley remember brave tireless journalist,1295,unrelated
gene munster predict num steel apple watch num num numk gold edition,2448,unrelated
taylor lianne chandler everything need know michael phelps intersex girlfriend,2454,discuss
managua explosion meteorite nasa suggests,1622,discuss
glenn beck fear may do num miss jet,1660,unrelated
islamic state claim behead american journalist,938,unrelated
comcast call rumor disconnect tor user wildly inaccurate,1104,unrelated
libya miss libya plane spark security concern,2317,unrelated
insurgent kill nigeria despite allege truce boko haram,2192,unrelated
one homeless man num astonish video,1971,disagree
official shoot congressman claim isi terrorist run across u mexico border,385,unrelated
spider probably crawl man body several day,1923,agree
islamic state claim behead american journalist,1251,unrelated
unconfirmed isi claim kayla mueller american female hostage dead,2188,unrelated
fidel castro death watch rumor heat cuba denies,2506,discuss
suspect meteorite leaf crater managua link asteroid,61,unrelated
ate ceiling pooped keyboard rat take vogue new world trade center office anna wintour longer want work,2078,unrelated
isi beheads american photo journalist james wright foley threatens come,1982,unrelated
u hostage luke somers kill yemen rescue bid family,2261,unrelated
anna wintour refuse work new world trade center vogue office due rat infestation,585,unrelated
allege ottawa gunman know far michael zehaf bibeau,1266,unrelated
news never guess homeless man spend num watch touch video,855,unrelated
boko haram deny truce release kidnap schoolgirl,35,unrelated
